SERIES,SHOT,YEAR,MON,LAT,LONG,HOB,TYPE,PUR,CRAT,DEVIC,WARHEAD
Mandrel,Calabash,1969,NOV,37.03119,-116.00206,-393.8,UG-S,WR,224,,
Mandrel,Scuttle,1969,NOV,37.04816,-116.02273,-377.84,UG-S,WR,,,
Mandrel,Piccalilli,1969,DEC,37.17997,-116.21086,-419.15,UG-T,WE,,,
Mandrel,Planer,1969,DEC,37.01472,-116.00287,-134.13,UG-S,WR,,,
Mandrel,Diesel Train,1969,DEC,37.015,-116.002,,UG-S,WR,,,
Mandrel,Culantro-A,1969,DEC,37.168,-116.08,-193.55,UG-S,WR,30,,
Mandrel,Culantro-B,1969,DEC,37.169,-116.08,-194,UG-S,WR,50,Ci,
Mandrel,Tun-A,1969,DEC,37.168,-116.078,-194,UG-S,WR,50,,
Mandrel,Tun-B,1969,DEC,37.169,-116.078,-256,UG-S,WR,90,,
Mandrel,Tun-C,1969,DEC,37.08381,-116.00158,-550.67,UG-S,WR,336,,
Mandrel,Tun-D,1969,DEC,37.00658,-116.02281,-378.05,UG-S,WR,193,,
Mandrel,Grape A,1969,DEC,37.12047,-116.03478,-461.77,UG-S,WR,,Ci,
Mandrel,Lovage,1969,DEC,37.121,-116.029,-417,UG-S,WR,,,
Mandrel,Terrine-White,1970,JAN,37.141,-116.038,-266.7,UG-S,WR,76,,
Mandrel,Terrine-Yellow,1970,JAN,37.13742,-116.03678,,UG-S,WR,,,
Mandrel,Fob-Green,1970,JAN,37.141,-116.034,,UG-S,WR,,,
Mandrel,Fob-Red,1970,JAN,37.03083,-116.03475,-304.11,UG-S,WR,175,,
Mandrel,Fob-Blue,1970,FEB,37.09808,-116.0265,-554.46,UG-S,WR,440,,
Mandrel,Ajo,1970,FEB,37.05502,-116.03884,-420.8,UG-S,WR,240,,
Mandrel,Grape B,1970,FEB,37.16397,-116.03883,-441.96,UG-S,WR,240,,
Mandrel,Belen,1970,FEB,37.20128,-116.20522,-402.02,UG-T,WE,,,
Mandrel,Labis,1970,FEB,37.03667,-115.99958,-408.51,UG-S,WR,219,,
Mandrel,Diana Mist,1970,FEB,37.11636,-116.06144,-388.62,UG-S,WR,287,Ci,
Mandrel,Cumarin,1970,FEB,37.114,-116.067,-394,UG-S,WR,200,,
Mandrel,Yannigan-Red,1970,FEB,37.118,-116.067,-363,UG-S,WR,230,,
Mandrel,Yannigan-Blue,1970,MAR,37.02311,-116.09175,-289.56,UG-S,WR,60,Ci,
Mandrel,Yannigan-White,1970,MAR,37.14,-116.032,-249.94,UG-S,WR,113,,
Mandrel,Cyathus,1970,MAR,37.142,-116.035,,UG-S,WR,,,
Mandrel,Arabis-Red,1970,MAR,37.14,-116.038,,UG-S,SE,,,
Mandrel,Arabis-Green,1970,MAR,37.00108,-116.02286,-301.39,UG-S,WR,139,,
Mandrel,Arabis-Blue,1970,MAR,37.08622,-116.02111,-560.44,UG-S,WR,335,,
Mandrel,Jal,1970,MAR,37.30047,-116.53411,1209.14,UG-S,WR,400,,
Mandrel,Shaper,1970,APR,37.05489,-115.98811,-343.5,UG-S,WE,,kCi,
Mandrel,Handley,1970,APR,37.112,-116.083,-274.32,UG-S,WR,180,,
Mandrel,Snubber,1970,APR,37.11558,-116.08011,,UG-S,WR,170,,
Mandrel,Can-Green,1970,MAY,37.05922,-116.02817,-390.21,UG-S,WR,,,
Mandrel,Can-Red,1970,MAY,37.138,-116.032,,UG-S,SE,,,
Mandrel,Beebalm,1970,MAY,37.136,-116.035,-265.18,UG-S,WR,157,i,
Mandrel,Hod-C (Blue),1970,MAY,37.133,-116.03408,-241,UG-S,WR,110,,
Mandrel,Hod-A (Green),1970,MAY,37.21653,-116.18406,-396.24,UG-T,WE,,kCi,
Mandrel,Hod-B (Red),1970,MAY,37.01044,-116.20189,-221.89,UG-T,VU,,i,
Mandrel,Mint Leaf,1970,MAY,37.166,-116.036,-390.14,UG-S,WR,241,,
Mandrel,Diamond Dust,1970,MAY,37.16192,-116.03886,,UG-S,WR,250,,
Mandrel,Cornice-Yellow,1970,MAY,37.02886,-115.99194,-240.65,UG-S,WR,,2 Ci,
Mandrel,Cornice-Green,1970,MAY,37.07081,-116.013,-482.72,UG-S,WR,,,
Mandrel,Manzanas,1970,MAY,37.1826,-116.2134,-422.45,UG-T,WE,,kCi,
Mandrel,Morrones,1970,MAY,37.113,-116.063,-529,UG-S,PR,297,Ci,
Mandrel,Hudson Moon,1970,MAY,37.118,-116.064,-335,UG-S,PR,,,
Mandrel,Flask-Green,1970,MAY,37.11619,-116.0667,-152.4,UG-S,PR,,,
Mandrel,Flask-Yellow,1970,MAY,37.13847,-116.02992,-100.58,UG-S,WR,,kCi,
Mandrel,Flask-Red,1970,MAY,37.14398,-116.03262,-236.22,UG-S,WR,,Ci,
Mandrel,Piton-C,1970,MAY,37.141,-116.035,,UG-S,WR,,,
Mandrel,Piton-A,1970,JUN,37.11392,-116.08614,-309.37,UG-S,WR,150,,
Mandrel,Piton-B,1970,JUN,37.117,-116.085,-264,UG-S,WR,50,Ci,
Mandrel,Arnica-Yellow,1970,OCT,37.13745,-116.03404,-249.33,UG-S,WR,,Ci,
Mandrel,Arnica-Violet,1970,OCT,37.134,-116.032,-192,UG-S,WR,50,,
Emery,Scree-Acajou,1970,OCT,37.137,-116.032,,UG-S,SE,,,
Emery,Scree-Alhambra,1970,OCT,37.0707,-116.0051,-560.62,UG-S,WR,308,,
Emery,Scree-Chamois,1970,OCT,37.014,-116.019,-118.38,UG-S,SE,,,
Emery,Tijeras,1970,OCT,37.014,-116.018,-118,UG-S,SE,,i,
Emery,Truchas-Chacon,1970,OCT,37.015,-116.02,,UG-S,WR,150,,
Emery,Truchas-Chamis,1970,NOV,37.02947,-116.01181,-393.46,UG-S,WR,222,,
Emery,Truchas-Rodart,1970,NOV,37.01479,-116.01588,-270.92,UG-S,WR,150,,
Emery,Abeytas,1970,DEC,37.006,-116.041,,UG-S,WR,,,
Emery,Penasco,1970,DEC,37.002,-116.03791,-241.12,UG-S,WR,,,
Emery,Carrizozo,1970,DEC,37.07252,-116.02499,-302.19,UG-S,WR,,,
Emery,Corazon,1970,DEC,37.10017,-116.00794,-484.83,UG-S,WR,268,,
Emery,Canjilon,1970,DEC,37.142,-116.04,,UG-S,WR,,,
Emery,Artesia,1970,DEC,37.137,-116.039,,UG-S,WR,,,
Emery,Avens-Andorre,1970,DEC,37.134,-116.036,,UG-S,WR,,,
Emery,Avens-Alkermes,1970,DEC,37.14289,-116.034,-292.91,UG-S,WR,177,Ci,
Emery,Avens-Asamite,1970,DEC,37.12914,-116.083,-661.42,UG-S,WR,335,i,
Emery,Avens-Cream,1970,DEC,37.17314,-116.09886,-277.98,UG-S,WR,150,MCi,
Emery,Carpetbag,1971,JUN,37.03317,-116.01367,-303.06,UG-S,WR,157,,
Emery,Baneberry,1971,JUN,37.01321,-116.01642,-119.94,UG-S,SE,,,
Emery,Embudo,1971,JUN,37.02197,-116.02267,-454.92,UG-S,WR,188,,
Emery,Dexter,1971,JUN,37.14669,-116.06683,-518.77,UG-S,WR,300,Ci,
Emery,Laguna,1971,JUN,37.17678,-116.21149,-423.67,UG-T,WE,,Ci,
Emery,Harebell,1971,JUL,37.01153,-116.20339,-266.15,UG-T,VU,,,
Emery,Camphor,1971,JUL,37.11011,-116.05142,-528.83,UG-S,PR,247,Ci,
Grommet,Diamond Mine,1971,JUL,37.16445,-116.03273,-304.8,UG-S,WR,,i,
Grommet,Miniata,1971,JUL,37.01438,-115.99193,-241.4,UG-S,WR,,,
Grommet,Bracken,1971,AUG,37.02607,-116.01956,-270.74,UG-S,WR,,,
Grommet,Apodaca,1971,AUG,37.145,-116.034,-272.8,UG-S,WR,,,
Grommet,Barranca,1971,AUG,37.141,-116.032,,UG-S,WR,,,
Grommet,Nama-Amarylis,1971,AUG,37.13853,-116.0409,-411.48,UG-S,WR,,,
Grommet,Nama-Mephisto,1971,AUG,37.05719,-116.03633,-527.61,UG-S,WR,261,,
Grommet,Baltic,1971,SEP,37.022,-116.02,-149.86,UG-S,SE,,,
Grommet,Algodones,1971,SEP,37.023,-116.017,,UG-S,SE,,,
Grommet,Frijoles-Demin,1971,SEP,37.024,-116.016,,UG-S,WR,,,
Grommet,Frijoles-Espue,1971,SEP,37.022,-116.017,,UG-S,WR,,,
Grommet,Frijoles-Guaje,1971,SEP,37.01103,-116.00733,-378.68,UG-S,WR,,,
Grommet,Frijoles-Petac,1971,SEP,37.12448,-116.08698,-330.71,UG-S,WR,,,
Grommet,Pedernal,1971,OCT,37.11378,-116.03733,-377.95,UG-S,WR,256,,
Grommet,Chantilly,1971,OCT,37.17978,-116.05309,-304.8,UG-S,WR,60,,
Grommet,Cathay,1971,NOV,51.4719,179.1069,-1790,UG-S,WR,1100,,
Grommet,Lagoon,1971,NOV,36.87922,-115.93469,-264.26,UG-S,WE,53,kCi,
Grommet,Cannikin,1971,NOV,37.16045,-116.07023,-330.71,UG-S,WR,150,,
Grommet,Diagonal Line,1971,DEC,37.12394,-116.08956,-331.01,UG-S,WR,113,,
Grommet,Parnassia,1971,DEC,37.02585,-116.02915,-302.03,UG-S,WR,170,,
Grommet,Chaenactis,1971,DEC,37.02325,-116.05863,-331.99,UG-S,WR,120,,
Grommet,Hospah,1972,JAN,37.04566,-116.02954,-120.24,UG-S,WR,,,
Grommet,Yerba,1972,FEB,37.00108,-116.01943,-301.78,UG-S,WR,90,,
Grommet,Mescalero,1972,FEB,37.1657,-116.05624,-304.8,UG-S,WR,90,Ci,
Grommet,Cowles,1972,MAR,37.11305,-116.08082,-197.82,UG-S,WR,100,i,
Grommet,Dianthus,1972,MAR,37.004,-116.016,,UG-S,WR,,,
Grommet,Sappho,1972,MAR,37.00547,-116.02008,-279.04,UG-S,WR,,,
Grommet,Ocate,1972,APR,37.12194,-116.08383,-326.44,UG-S,WR,30,,
Grommet,Onaja,1972,APR,37.00661,-116.01661,-148.11,UG-S,WR,,,
Grommet,Longchamps,1972,MAY,37.2077,-116.2088,-376.08,UG-T,WE,,,
Grommet,Jicarilla,1972,MAY,37.11249,-116.0845,-259.08,UG-S,WR,,i,
Grommet,Misty North,1972,MAY,37.12056,-116.08789,-322.78,UG-S,WR,102,i,
Grommet,Kara,1972,MAY,37.06469,-116.00175,-537.35,UG-S,WR,,,
Grommet,Zinnia,1972,JUN,37.11589,-116.08533,-204.22,UG-S,WR,50,Ci,
Grommet,Monero,1972,JUN,36.99296,-116.09063,-134.48,UG-S,WR,,,
Grommet,Merida,1972,JUN,37.06959,-115.99211,-332.31,UG-S,WR,,,
Grommet,Capitan,1972,JUN,37.1352,-116.03527,-184.4,UG-S,WR,130,,
Grommet,Tajique,1972,JUL,37.21453,-116.18336,-419.4,UG-T,WE,,,
Grommet,Haplopappus,1972,JUL,37.01249,-116.01505,-294.2,UG-S,WR,,,
Toggle,Diamond Sculls,1972,AUG,37.007,-116.02,-287,UG-S,WR,,,
Toggle,Atarque,1972,AUG,37.00375,-116.01906,-198.81,UG-S,WR,,,
Toggle,Cebolla,1972,AUG,37.003,-116.018,,UG-S,SE,,,
Toggle,Cuchillo,1972,SEP,37.08206,-116.03656,-560.21,UG-S,WR,411,,
Toggle,Solano,1972,SEP,37.12136,-116.08572,-295.66,UG-S,WR,118,,
Toggle,Oscuro,1972,NOV,37.16204,-116.03316,-267,UG-S,WR,,,
Toggle,Delphinium,1972,NOV,37.12144,-116.03233,-250.24,UG-S,WR,,Ci,
Toggle,Akbar,1972,NOV,37.14,-116.033,-213.36,UG-S,WR,,,
Toggle,Arsenate,1972,NOV,37.14,-116.033,,UG-S,SE,,,
Toggle,Canna-Umbrinus,1972,DEC,37.0313,-116.02123,-271.09,UG-S,WR,,,
Toggle,Canna-Limoges,1972,DEC,37.13809,-116.03473,-201.17,UG-S,WR,,,
Toggle,Tuloso,1972,DEC,37.1399,-116.0833,-440,UG-S,WR,178,,
Toggle,Solanum,1972,DEC,37.13994,-116.08325,-688.85,UG-S,WE,,,
Toggle,Flax-Source,1972,DEC,37.13994,-116.08325,,UG-S,WE,,,
Toggle,Flax-Test,,,,,,,,,,
Toggle,Flax-Backup,,,,,,,,,,
